Loan ID,Amount Requested,Amount Funded By Investors,Interest Rate,Loan Length,CREDIT Grade,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio,City,State,Home Ownership,Monthly Income,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Education,Employment Length,"Status (Fully Paid=1, Not Paid=0)"
235269,18000,2449.99,8.38%,36 months,A5,First Time Home Purchase,other,567.22,18000,5.25%,Arlington,VA,RENT,5333.33,770-774,5/9/98,3,6,1612,12.10%,4,0,0,0,0,0,0,"Kentucky State University,Kellogg School of Management - Northwestern University",1 year,?
759472,8000,8000,5.99%,36 months,A2,CC Payoff Loan,credit_card,243.34,8000,8.94%,New Orleans,LA,RENT,3500,785-789,9/17/93,11,13,77,0.60%,0,0,0,0,,0,,,1 year,?
382547,6000,5814.15,9.32%,36 months,A4,Motorcycle loan,other,191.69,6000,4.08%,Gaithersburg,MD,RENT,4041.67,740-744,4/27/99,7,20,4014,25.90%,0,0,0,0,,0,,University of Maryland-College Park,1 year,?
695255,10000,10000,12.68%,60 months,C1,Credit Card Consolidation,debt_consolidation,225.9,10000,12.04%,South Boston,MA,RENT,4583.33,700-704,11/5/99,13,24,9601,37.90%,0,0,0,0,44,0,,,4 years,?
838289,3125,3125,13.99%,36 months,C1,Major purchase,major_purchase,106.79,3125,2.26%,Broomall,PA,MORTGAGE,7083.33,675-679,3/5/02,6,17,2667,45.20%,1,0,0,0,26,0,,,2 years,?
2383361,5000,5000,17.77%,36 months,D1,Creditor payoff,debt_consolidation,0,5000,14.80%,OSSINING,NY,RENT,4216.67,660-664,3/8/08,6,9,3491,56.30%,0,0,0,0,,0,,,3 years,?
662416,8875,8875,10.74%,36 months,B4,Other Loan,other,289.47,8875,17.32%,San Diego,CA,RENT,1916.67,690-694,5/30/99,6,17,451,5.90%,1,0,0,2,2,0,,,1 year,?
2218617,5000,5000,13.11%,36 months,B4,Credit Card Load,credit_card,168.74,5000,16.50%,MARINA DEL REY,CA,RENT,3333.33,680-684,11/14/03,5,14,6247,85.60%,0,0,0,0,38,0,,,2 years,?
349811,7500,1251.5,13.55%,36 months,D4,6067 moonstone,home_improvement,254.7,7500,15.10%,Lees Summit,MO,MORTGAGE,4583.33,660-664,10/26/97,14,28,17599,41.70%,11,0,0,0,34,0,,Missouri State University,10+ years,?
376175,15000,7565.54,13.79%,36 months,C5,RE Investment Property at 62% of Value,house,511.14,15000,3.08%,Washington,DC,MORTGAGE,6583.33,750-754,2/1/97,7,15,2149,17.50%,7,0,0,0,,0,,"Johnson C. Smith University,The University of Texas at Austin",2 years,?
815170,4800,4800,17.99%,36 months,E1,Transportation Transition to New Job,other,173.51,4800,10.72%,lockport,IL,RENT,3750,695-699,3/12/99,27,45,2758,81.10%,1,0,0,0,48,0,,,< 1 year,?
2174889,16500,16500,15.31%,36 months,C2,Personal,debt_consolidation,574.49,16500,19.90%,CHICOPEE,MA,RENT,4833.33,695-699,11/20/95,9,18,4455,55%,1,0,0,0,59,0,,,3 years,?
458869,10000,9875,8.59%,36 months,A4,Out from under credit cards,debt_consolidation,316.11,10000,3.42%,DENHAM SPRINGS,LA,MORTGAGE,3708.33,750-754,10/24/95,7,20,6593,31.20%,0,0,0,0,,0,,,2 years,?
299160,23100,3850,12.29%,36 months,C5,Help Me Buy a Beachfront Cafe in Florida,major_purchase,770.46,23100,17.03%,Troy,MI,RENT,4333.33,705-709,2/22/01,15,21,15455,22.40%,11,0,0,0,,0,,"Oakland University,Walsh College of Accountancy and Business Administration",1 year,?
821334,16000,10050,16.89%,60 months,D4,Personal Debt Consolidation,debt_consolidation,249.18,10050,13.75%,Mesa,AZ,MORTGAGE,9166.25,695-699,2/5/02,8,20,35591,43.80%,0,0,0,2,14,0,,,6 years,?
720173,25000,24975,13.06%,60 months,C2,Consolidation Loan,debt_consolidation,569.6,25000,19.82%,Pickerington,OH,MORTGAGE,6250,730-734,4/17/92,8,20,38584,71.50%,0,0,0,0,,0,,,10+ years,?
2307764,7000,7000,13.11%,60 months,B4,Harley,car,159.67,7000,12.79%,palm harbor,FL,OWN,14166.67,680-684,2/14/93,27,48,34684,46.50%,0,0,0,0,,0,,,6 years,?
492116,25000,24871.41,11.36%,36 months,B5,Debt Free SG,debt_consolidation,822.78,25000,13.06%,Richmond,CA,MORTGAGE,8252.58,725-729,12/14/96,9,32,11424,32.90%,0,0,0,0,32,0,,,10+ years,?
2079755,16000,15950,21.49%,60 months,E3,Debt Consolidation Loan,debt_consolidation,437.28,16000,20.73%,CATSKILL,NY,MORTGAGE,3000,670-674,2/7/03,5,14,10976,74.20%,1,0,0,0,58,0,,,7 years,?
718608,14400,14400,18.25%,60 months,F1,Unexpected Medical Expenses,medical,367.63,14400,21.25%,Grand Terrace,CA,MORTGAGE,5916.67,675-679,9/9/92,24,63,39907,57.60%,2,0,0,0,,0,,,10+ years,?
999020,16000,16000,15.27%,60 months,C4,Credit Card Consolidation,debt_consolidation,382.92,16000,9.84%,Odessa,MO,RENT,4250,715-719,4/27/99,11,30,18515,54.30%,3,0,0,0,,0,,,3 years,?
646082,20000,20000,9.62%,36 months,B3,Final Consolidation Loan,debt_consolidation,641.79,20000,8.70%,Aurora,CO,MORTGAGE,7083.33,750-754,1/11/98,3,22,19497,53.10%,1,0,0,0,,0,,,3 years,?
452599,8500,8475,13.57%,36 months,C3,Consildate loan,debt_consolidation,288.74,8500,14.94%,SHEBOYGAN,WI,RENT,1666.67,690-694,1/10/06,7,10,4455,40.50%,3,0,0,0,,0,,,2 years,?
2477251,4000,4000,17.27%,36 months,C5,Fishing Boat Loan,other,0,4000,5.22%,El Granada,CA,MORTGAGE,4333.33,730-734,5/18/01,4,7,10933,30.20%,0,0,0,0,,0,,,9 years,?
443770,2800,2775,12.18%,36 months,B4,debt consolidation,debt_consolidation,93.24,2800,16.96%,Las Vegas,NV,MORTGAGE,7916.67,695-699,6/15/87,15,60,40868,86.60%,3,0,0,0,,0,,CUNY Queensborough Community College,7 years,?
441414,8000,7994.78,15.31%,36 months,D3,Wedding,wedding,278.53,8000,16.52%,NEW BRUNSWICK,NJ,MORTGAGE,4250,660-664,12/24/02,8,13,7959,33.20%,3,0,0,0,53,0,,"St Thomas Aquinas College, Sparkill, NY,Kean University",3 years,?
743596,10000,10000,15.99%,36 months,D2,Home Improvement,home_improvement,351.53,10000,11.04%,New City,NY,MORTGAGE,7500,675-679,5/30/88,8,17,26066,94.40%,1,0,0,1,15,0,,,4 years,?
1171250,7000,7000,9.76%,36 months,B1,Loan,other,225.09,7000,11.19%,GLENVIEW,IL,MORTGAGE,23333.33,695-699,10/31/95,18,44,33934,59.50%,0,0,0,0,,0,,,10+ years,?
566543,6000,6000,18.67%,60 months,F2,Home improvement,home_improvement,154.56,6000,21.25%,springfield,MA,MORTGAGE,3124,660-664,6/27/97,9,21,1441,49.70%,6,0,0,0,37,0,,,8 years,?
382331,2250,2050,7.37%,36 months,A1,LendingClub Investment,other,69.86,2250,6.83%,Philadelphia,PA,MORTGAGE,7199.92,775-779,10/14/95,14,43,103088,29.80%,1,0,0,0,,0,,Villanova University,7 years,?
402045,3250,3175,9.63%,36 months,A5,Pay Credit Cards,debt_consolidation,104.31,3250,13.80%,Bronx,NY,RENT,666.67,720-724,5/8/97,6,9,5136,34.90%,2,0,0,0,,0,,CUNY Bronx Community College,< 1 year,?
393680,12450,5338.72,16.32%,36 months,E3,Personal Debt,debt_consolidation,439.66,12450,12.50%,Milwaukee,WI,RENT,3583,665-669,4/5/05,5,6,7722,82.10%,2,0,0,0,,0,,UWGB,2 years,?
2379679,25200,25200,20.49%,60 months,E1,Debt Consolidation,debt_consolidation,674.54,25200,27.60%,YUCCA VALLEY,CA,RENT,5116.33,680-684,5/16/00,11,36,12534,58.80%,0,0,0,1,19,0,,,10+ years,?
472483,19000,19000,7.05%,36 months,A1,BMW M3,car,587.1,19000,7%,BUFORD,GA,RENT,4500,750-754,3/8/97,3,4,2606,57.90%,0,0,0,0,,0,,,10+ years,?
452127,14000,13950,11.14%,36 months,B1,Leaving Bank of America Behind,credit_card,459.25,14000,14.21%,Tulsa,OK,RENT,3575,745-749,8/9/99,5,18,14447,68.80%,0,0,0,0,,0,,,3 years,?
236328,3000,2575,14.25%,36 months,E2,Getting Married!,wedding,102.9,3000,22.17%,Los Angeles,CA,RENT,4755,655-659,6/30/94,10,21,6710,54.60%,1,0,0,0,27,0,0,"Community College of the Air Force (CCAF),University of North Las Vegas",10+ years,?
476579,6000,5975,8.59%,36 months,A4,Safe Haven,credit_card,189.67,6000,10.14%,Bloomfield,NJ,RENT,2200,740-744,3/3/95,8,12,6435,19%,0,0,0,0,,0,,,< 1 year,?
2227713,8000,8000,14.33%,36 months,C1,Relief,credit_card,274.71,8000,6.02%,SPRING,TX,MORTGAGE,6000,690-694,6/17/97,12,20,8907,26.40%,3,0,0,2,23,0,,,6 years,?
651409,20000,18900,15.95%,60 months,E1,Home improvements,home_improvement,485.83,20000,4.39%,kensington,MD,RENT,4166.67,705-709,7/29/00,10,32,763,8%,3,0,0,1,20,0,,,5 years,?
2175537,6375,6375,11.14%,36 months,B2,freedom,debt_consolidation,209.14,6375,30.97%,WILLOW SPRING,NC,OWN,2583.33,685-689,1/13/97,6,15,5806,66%,0,0,0,1,21,0,,,4 years,?
366968,15000,5434.89,16.95%,36 months,E5,$15k to consolidate debt,debt_consolidation,534.41,15000,5.02%,McKinney,TX,MORTGAGE,8112,675-679,10/17/06,8,10,1513,30.90%,1,0,0,0,,0,,Brock University,4 years,?
568298,11500,11500,19.41%,60 months,F4,Move In Purchase,major_purchase,300.92,11500,15.53%,SAINT LOUIS,MO,MORTGAGE,2916.67,680-684,7/30/03,18,23,5595,28.70%,8,0,0,0,,0,,,2 years,?
785699,28000,18875,16.49%,60 months,D3,Debt Consolidation,debt_consolidation,463.94,18875,15.22%,Aberdeen ,NC,RENT,6371.17,725-729,1/14/94,13,63,16105,45.20%,0,0,0,0,,0,,,3 years,?
1681859,12000,12000,10.16%,36 months,B1,Bathroom remodel,home_improvement,388.11,12000,22.05%,Tyler,TX,MORTGAGE,11250,795-799,2/2/01,18,38,883,3%,6,0,0,0,,0,,,6 years,?
433128,10000,9625,8.59%,36 months,A4,School and Expenses While Working,educational,316.11,10000,4.71%,MONMOUTH BEACH,NJ,RENT,3333,770-774,10/8/03,6,7,229,2.60%,0,0,0,0,,0,,Rutgers University at New Brunswick/Piscataway,2 years,?
524771,10800,10700,10.75%,36 months,B2,Jaguar,major_purchase,352.31,10800,15.32%,Jacksonville,FL,MORTGAGE,8400,715-719,11/2/98,6,13,24675,70.10%,0,0,0,0,,0,,,10+ years,?
2366519,35000,35000,20.49%,60 months,E1,pay off debt,debt_consolidation,0,35000,15.11%,SAN ANTONIO,TX,MORTGAGE,7500,675-679,10/8/95,10,23,20170,89.20%,1,0,0,0,34,0,,,10+ years,?
2296747,28000,28000,11.14%,36 months,B2,freedom,debt_consolidation,918.55,28000,7.19%,atlanta,GA,MORTGAGE,13166.67,680-684,12/19/97,15,36,46432,53.70%,4,0,0,0,67,0,,,9 years,?
2083370,20000,20000,18.49%,60 months,D2,Get Out of Debt Loan,debt_consolidation,513.22,20000,28.44%,SAN ANTONIO,TX,MORTGAGE,5608.58,700-704,1/8/98,9,26,26915,65.30%,0,0,0,0,,0,,,10+ years,?
2217089,5000,5000,10.16%,36 months,B1,creditbuild1,debt_consolidation,161.72,5000,20.56%,ACWORTH,GA,RENT,4500,690-694,2/15/03,10,18,18470,69.20%,0,0,0,0,,0,,,6 years,?
2301041,15000,15000,11.14%,36 months,B2,Hlome Improvement,home_improvement,0,15000,23.68%,forest hills,NY,MORTGAGE,5833.33,710-714,4/1/85,13,23,16044,46.50%,1,0,0,0,30,0,,,n/a,?
483469,10000,9850,7.88%,36 months,A5,Starting my CPA firm,small_business,312.81,10000,3.46%,Garland,TX,RENT,4166.67,755-759,12/22/95,5,10,4771,26.80%,1,0,0,0,,0,,Metropolitan State College of Denver,< 1 year,?
623836,4900,4900,15.57%,60 months,D5,Motorcycle,major_purchase,118.05,4900,4.28%,Henderson,NV,MORTGAGE,4000,670-674,12/21/00,4,8,7622,62.50%,0,0,0,2,4,0,,,< 1 year,?
74014,6450,0,11.22%,36 months,C4,Credit Card Payments,other,211.85,6450,10%,Atlanta,GA,RENT,2666.67,685-689,,,,,,,,,,,,,,2 years,?
487191,13000,12975,13.48%,36 months,C3,Solidly employed and seeking to refinance away from Citibank,credit_card,441.02,13000,24.66%,Grants Pass,OR,RENT,3333.33,685-689,12/4/95,8,17,17325,70.10%,0,0,0,0,54,0,,,1 year,?
175056,20000,275,10.59%,36 months,C2,AmyL,debt_consolidation,650.9,20000,11.96%,Athens,AL,MORTGAGE,9000,705-709,1/15/94,6,35,21004,97.70%,0,0,0,0,0,0,0,Louisiana State University and Agricultural & Mechanical College (LSU),< 1 year,?
1455611,3500,3500,7.62%,36 months,A3,Swimming Pool Loan,home_improvement,109.07,3500,14.12%,Springfield,MO,MORTGAGE,5000,735-739,8/18/86,14,44,15234,54.60%,2,0,0,0,,0,,,4 years,?
1200409,35000,35000,12.12%,60 months,B3,Major Purchase Loan,major_purchase,780.68,35000,8.08%,Orange Par,FL,MORTGAGE,16666.67,760-764,11/2/80,12,33,7569,8.90%,0,0,0,1,14,0,,,1 year,?
2366288,11700,11700,13.11%,36 months,B4,out of debt loan,debt_consolidation,0,11700,26.19%,charlotte ,NC,OWN,2916.67,705-709,5/24/98,9,23,9116,50.90%,0,0,0,0,,0,,,10+ years,?
371943,12000,4575,14.11%,36 months,D1,Responsible Debtor,other,410.75,12000,7.21%,ISLAND PARK,NY,RENT,6666.67,670-674,9/19/00,12,16,7887,37.20%,0,0,0,0,27,0,,Hofstra University,< 1 year,?
2312059,12000,12000,11.14%,36 months,B2,Debt Consolidation-Personal,debt_consolidation,393.67,12000,8.01%,MINNEAPOLIS,MN,RENT,14166.67,690-694,11/23/97,10,48,5796,52.20%,0,0,0,4,16,0,,,10+ years,?
433761,6000,6000,12.53%,36 months,B5,Moving Loan,moving,200.8,6000,11.11%,Astoria,NY,RENT,10416.67,685-689,5/26/95,19,48,19058,41.80%,0,0,0,0,33,0,,Washington and Lee University,3 years,?
437119,20000,16132.91,13.22%,36 months,C2,Consolidation,debt_consolidation,546.73,16175,10.13%,Chester,SC,MORTGAGE,5333.33,705-709,4/7/90,12,45,12247,45.50%,1,0,0,0,70,0,,Trevecca Nazarene University,10+ years,?
361816,5000,4589.25,8.00%,36 months,A3,Loan for Vehicle Purchase,car,156.69,5000,4.28%,Walnut Creek,CA,MORTGAGE,7500,760-764,2/16/95,7,12,14442,28.30%,0,0,0,0,,0,,Monash University,4 years,?
399423,3200,3175,7.68%,36 months,A2,Moving,other,99.81,3200,9.24%,Tuxedo,NY,RENT,4792,745-749,10/12/00,14,35,3176,22.70%,1,0,0,0,,0,,Pace University,2 years,?
2228670,15325,15325,7.62%,36 months,A3,CC consolidation,credit_card,477.55,15325,25.62%,PALMDALE,CA,MORTGAGE,7166.67,750-754,4/5/94,15,40,15337,34.20%,0,0,0,0,,0,,,7 years,?
457776,16000,15996.03,15.65%,36 months,D4,free2009,debt_consolidation,559.78,16000,12.94%,Twinsburg,OH,MORTGAGE,4473.67,675-679,5/13/97,7,25,10728,91.70%,2,0,0,1,19,1,86,,10+ years,?
263321,8000,1500,12.92%,36 months,D2,Personal,debt_consolidation,269.25,8000,12.07%,Nutley,NJ,RENT,5352,665-669,2/5/98,11,17,7661,67.70%,5,0,0,0,78,1,20,New Jersey City University,10+ years,?
166546,3000,250,7.43%,36 months,A2,Personal Loan,major_purchase,93.23,3000,11.18%,thurmount,MD,RENT,6000,755-759,8/1/95,8,14,12430,29.60%,5,0,0,0,0,0,0,,10+ years,?
478788,3000,2975,12.18%,36 months,B4,Josh's Debt Consolidation Loan,debt_consolidation,99.9,3000,20.04%,Detroit,MI,OWN,2500,695-699,7/16/05,13,15,3832,66.10%,1,0,0,0,,0,,,5 years,?
740900,25000,18325,18.79%,60 months,E3,Small Business Loan,small_business,473.25,18325,12.56%,Chico,CA,MORTGAGE,7083.33,700-704,9/24/00,15,36,19529,47.50%,1,0,0,0,39,0,,,3 years,?
460298,15000,14950,11.14%,36 months,B1,Decrease Credit Card Debt,debt_consolidation,492.06,15000,20.29%,VIENNA,VA,RENT,4208.33,755-759,12/2/00,6,12,22458,37%,0,0,0,0,,0,,Virginia Polytechnic Institute and State University (Virginia Tech),4 years,?
438597,6500,6500,7.40%,36 months,A2,Debt Consolidation,debt_consolidation,201.89,6500,14.13%,DAVISVILLE,WV,OWN,1500,770-774,1/20/90,6,11,6954,25.30%,0,0,0,0,,0,,,10+ years,?
442771,15000,14900,12.18%,36 months,B4,Paying off credit cards at better rate,credit_card,499.5,15000,16.97%,Athens,GA,RENT,4083.33,720-724,3/17/98,9,14,11530,49.10%,0,0,0,0,,0,,University of Georgia,5 years,?
2274741,5400,5400,15.31%,36 months,C2,debt consolidation,debt_consolidation,188.02,5400,26.80%,OCALA,FL,MORTGAGE,2500,670-674,10/31/00,11,25,3146,26%,1,0,0,2,18,0,,,10+ years,?
2276283,20100,20025,15.31%,60 months,C2,My Credit Refinance,credit_card,481.46,20100,30.79%,canyon country,CA,MORTGAGE,7750,745-749,3/22/97,13,33,19308,48.30%,5,0,0,0,,0,,,10+ years,?
503021,1500,1475,7.88%,36 months,A5,kitten,vacation,46.93,1500,11.69%,N. Andover,MA,RENT,2916.67,710-714,12/1/88,9,27,3162,22.40%,0,0,0,0,73,0,,,9 years,?
2300262,9800,9800,6.03%,36 months,A1,Credit Card Payoff,credit_card,0,9800,1.33%,Pacifica,CA,MORTGAGE,8333.33,775-779,3/31/02,6,19,5313,27.20%,2,0,0,0,,0,,,9 years,?
258828,20000,1910.13,12.61%,36 months,D1,Excelerator Productions loan request,small_business,670.13,20000,4.04%,Austin,TX,RENT,3166.67,685-689,5/4/98,3,13,4110,91.30%,0,0,0,0,68,0,0,University of Oklahoma Norman Campus,3 years,?
623227,1500,1500,9.62%,36 months,B3,laura and greg loan,vacation,48.14,1500,17.79%,WELLSVILLE,NY,MORTGAGE,5250,700-704,3/19/84,8,25,21957,89.60%,2,0,0,0,,0,,,10+ years,?
207148,2100,1575,8.38%,36 months,A5,personal,other,66.18,2100,2.36%,Franklin,LA,OWN,1650,720-724,2/24/92,3,4,1489,62%,1,0,0,0,0,0,0,"young memorial vocational college,ITT Technical Institute",1 year,?
305514,12500,11450,15.76%,36 months,F1,Help Me Consolodate To 1 Monthly Payment,debt_consolidation,437.99,12500,11.84%,Los Angeles,CA,RENT,8083.33,650-654,1/18/97,9,23,21861,88.10%,2,0,0,0,24,0,,University of North Carolina at Charlotte (UNC),2 years,?
367770,10000,6383.95,11.26%,36 months,B2,Consolidate 2 Cards and a Truck,debt_consolidation,328.64,10000,17.73%,Rockmart,GA,MORTGAGE,3322.92,745-749,1/28/94,13,29,2895,19.60%,0,0,0,0,,0,,Coosa Valley Technical College,5 years,?
2371115,35000,35000,12.12%,36 months,B3,eliminate debt!,debt_consolidation,0,35000,6.56%,LA VERNE,CA,MORTGAGE,18009.58,715-719,7/29/92,10,27,23946,47.20%,0,0,0,0,78,0,,,10+ years,?
488309,4600,4600,10.99%,36 months,B4,my debt solution,other,150.59,4600,4.24%,Ojai,CA,OWN,1250,750-754,4/14/06,4,9,1657,8.10%,0,0,0,0,,0,,,4 years,?
1009833,18000,18000,19.03%,60 months,E2,debtconsolidation,debt_consolidation,467.23,18000,5.43%,hartford,CT,RENT,3000,695-699,8/18/08,13,17,4545,18.60%,1,0,0,0,,0,,,4 years,?
491180,12000,11900,11.36%,36 months,B5,consolidate debt,debt_consolidation,394.94,12000,10.97%,new york,NY,RENT,5416.67,735-739,1/17/96,3,17,6140,84.10%,0,0,0,0,,0,,Tulane University of Louisiana,< 1 year,?
2375984,9200,9200,12.12%,36 months,B3,chase refinance,credit_card,0,9200,27.99%,SAN JOSE,CA,OWN,3433.33,675-679,8/9/89,7,19,39134,90.60%,0,0,0,0,45,0,,,10+ years,?
238016,10100,9225,14.88%,36 months,E4,Debt Consolidation Loan,debt_consolidation,349.53,10100,27.99%,Fairfax,VA,RENT,3583.33,690-694,11/22/95,13,16,14998,80.90%,0,0,0,0,38,1,45,George Mason University,5 years,?
2378884,10500,10500,18.75%,36 months,D3,payments for my credit,debt_consolidation,0,10500,18.08%,waipahu,HI,RENT,2583.33,700-704,1/14/06,5,6,13584,84.40%,1,0,0,0,,0,,,9 years,?
619870,25000,22623.68,13.35%,60 months,C4,KRAM_LendingClub,small_business,573.32,25000,9.34%,Jessup,MD,MORTGAGE,8306.5,735-739,7/9/90,11,32,32619,41.10%,3,0,0,0,,0,,,10+ years,?
2300155,20000,20000,8.90%,36 months,A5,Credit card refinancing,credit_card,0,20000,14.49%,MIDLOTHIAN,VA,MORTGAGE,8750,695-699,6/19/93,10,26,19822,79.90%,1,0,0,1,13,0,,,10+ years,?
2081154,7750,7750,14.33%,36 months,C1,Real Estate Investment,small_business,266.13,7750,14.54%,Newberg,OR,OWN,7666.67,690-694,1/16/96,9,23,7720,61.80%,1,0,0,0,,1,107,,10+ years,?
677834,12000,11975,18.25%,60 months,F1,EOH Investment,small_business,306.36,12000,7.47%,Taylorsville,UT,MORTGAGE,8750,695-699,12/5/02,11,22,3911,26.80%,0,0,0,0,70,0,,,5 years,?
1138636,23000,23000,13.67%,60 months,B5,Other,other,531.25,23000,24.53%,WATERTOWN,NY,MORTGAGE,4750,725-729,1/7/02,12,26,8574,48.40%,0,0,0,0,,0,,,5 years,?
2366300,16000,16000,17.27%,60 months,C5,Credit Card Pay-Off FOREVER,debt_consolidation,399.97,16000,25.52%,Hammond,IN,RENT,4333.33,685-689,12/20/98,26,29,15319,46.60%,0,0,0,0,,0,,,3 years,?
2308084,10000,10000,11.14%,36 months,B2,Credit Card Consolidation,debt_consolidation,328.06,10000,16.68%,North Hollywood,CA,RENT,4250,715-719,2/11/05,9,17,8421,75.20%,0,0,0,0,,1,25,,4 years,?
462306,12000,11950,11.14%,36 months,B1,Home Improvement,home_improvement,393.65,12000,12.52%,SMYRNA,GA,OWN,7666.67,750-754,6/2/96,8,32,25245,53.30%,4,0,0,0,,0,,,10+ years,?
363852,6000,3372.09,13.67%,36 months,D2,Credit Card Consolidation Loan,credit_card,204.11,6000,22.78%,Arkadelphia,AR,MORTGAGE,3731.87,690-694,8/17/85,12,22,19270,97.30%,1,0,0,0,,1,86,"Henderson State University,Community College of the Air Force (CCAF),Mississippi Gulf Coast Community College",10+ years,?
535485,25000,24725,16.45%,36 months,E1,dimples,debt_consolidation,884.5,25000,24.89%,SMITHFIELD,UT,MORTGAGE,14167,680-684,1/19/98,17,41,41695,87%,2,0,0,0,,0,,,1 year,?
2080587,10000,10000,14.33%,36 months,C1,Credit Fix,credit_card,343.39,10000,13.74%,LIVERMORE,CA,RENT,6666.67,670-674,2/26/05,8,19,4451,55.60%,0,0,0,0,62,0,,,2 years,?
2584827,9000,9000,11.14%,36 months,B2,Debt consolidation,debt_consolidation,0,9000,14.17%,Tuscaloosa,AL,RENT,3416.67,695-699,11/5/03,11,24,8231,36.60%,0,0,0,0,73,0,,,2 years,?
2296239,9000,9000,12.12%,36 months,B3,Consolidation,debt_consolidation,299.45,9000,26.97%,SPRINGFIELD,MO,MORTGAGE,5416.67,670-674,4/22/03,11,40,27245,78.60%,1,0,0,0,58,0,,,6 years,?
2228103,6000,6000,11.14%,36 months,B2,Credit card refinancing,credit_card,196.84,6000,10.54%,RANCHO CORDOVA,CA,MORTGAGE,4211.42,705-709,9/5/99,10,17,48586,38.90%,2,0,0,1,23,0,,,10+ years,?
2372074,10000,10000,8.90%,36 months,A5,RefiCC,credit_card,0,10000,2.87%,san francisco,CA,RENT,10833.33,690-694,3/9/02,6,14,5019,21%,0,0,0,1,11,0,,,6 years,?
2226314,3200,3200,14.33%,36 months,C1,Lending Club Debt Consolidation,debt_consolidation,109.89,3200,19.22%,SAN FRANCISCO,CA,RENT,4083.33,675-679,7/27/89,16,19,6555,37.90%,1,0,0,0,60,0,,,6 years,?
351288,7000,0,11.59%,36 months,C2,Loan for Car Payoff,car,231.14,7000,10.63%,Stillwater,NY,RENT,5334,685-689,11/18/99,14,21,5260,24.20%,10,0,0,0,,0,,SUNY at Albany,4 years,?
966970,25000,24975,17.58%,60 months,D4,Debt Consolidation Loan,debt_consolidation,629.14,25000,21.05%,Irvine,CA,RENT,6750,700-704,12/7/97,18,29,25000,50.70%,0,0,0,0,,0,,,< 1 year,?
756153,1300,1300,10.59%,60 months,B2,Ford Falcon,car,28.01,1300,27.69%,Charlotte,NC,RENT,5500,725-729,10/26/85,18,42,60673,41.70%,0,0,0,0,,0,,,10+ years,?
393690,20000,2050,12.84%,36 months,C2,Converting my home into a duplex,home_improvement,672.36,20000,1.49%,Ovid,MI,MORTGAGE,3500,750-754,8/10/98,6,14,1954,6.40%,5,0,0,0,57,0,,Lansing Community College,2 years,?
279430,25000,14625,16.40%,36 months,F3,Home Basement Construction,home_improvement,883.88,25000,3.12%,Omaha,NE,MORTGAGE,8166.67,660-664,8/11/95,19,24,7005,38.90%,9,0,0,0,56,1,58,Masters in Computer Science,5 years,?
2476391,6625,6625,13.11%,36 months,B4,Home,home_improvement,0,6625,30.38%,NAPERVILLE,IL,MORTGAGE,5000,680-684,3/13/02,14,24,13230,74.70%,0,0,0,0,32,0,,,10+ years,?
2284869,10000,10000,14.09%,36 months,B5,Debt Consolidation,debt_consolidation,342.22,10000,32.69%,BALTIMORE,MD,RENT,3500,675-679,12/11/98,14,21,23225,66.20%,0,0,0,0,,0,,,10+ years,?
493404,5500,5500,16.07%,36 months,D5,always on time,other,193.57,5500,19.35%,Dunedin,FL,MORTGAGE,3937.08,685-689,2/7/93,6,12,689,10.90%,8,0,0,0,35,0,,,10+ years,?
965807,35000,34950,22.74%,60 months,G1,Clean up Debt,credit_card,981.45,35000,15.83%,columbus,OH,MORTGAGE,15000,665-669,4/2/93,20,39,62197,89%,0,0,0,0,,0,,,5 years,?
789774,22500,22500,10.99%,36 months,B3,Wedding Loan,wedding,736.52,22500,6.69%,Danbury,CT,OWN,7666.67,715-719,5/19/05,12,28,7672,60.40%,0,0,0,0,,0,,,3 years,?
594873,4900,4900,15.95%,36 months,D4,home improvement,other,172.15,4900,0.67%,FALLBROOK,CA,MORTGAGE,6000,660-664,7/18/97,3,20,1284,30.60%,0,0,0,2,6,0,,,4 years,?
169453,18500,750,10.91%,36 months,C3,Expansion of New Collection Company,small_business,604.88,18500,4.67%,Seattle,WA,RENT,3000,695-699,1/18/04,4,4,25,0.20%,2,0,0,0,0,0,0,West Chester University of Pennsylvania,3 years,?
2184917,18800,18800,22.47%,60 months,E5,New Start,credit_card,524.28,18800,27.07%,TESCOTT,KS,MORTGAGE,5250,675-679,7/28/94,12,42,27143,94.20%,1,0,0,0,53,0,,,9 years,?
2365535,20000,20000,11.14%,36 months,B2,Home improvement,home_improvement,656.11,20000,22.30%,KINGWOOD,TX,MORTGAGE,8125,680-684,2/6/01,12,42,16863,81.90%,1,0,0,0,66,0,,,10+ years,?
501230,15000,14628.44,14.59%,36 months,D1,High Profile new business loan,small_business,516.98,15000,19.44%,Batavia,IL,MORTGAGE,5416.67,710-714,7/24/89,14,26,51322,44.20%,7,0,0,0,,1,115,Wartburg College,10+ years,?
